Squad,defense_# Pl,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Season,keeper_# Pl,keeper_MP,keeper_Starts,keeper_Min,keeper_90s,keeper_GA,keeper_GA90,keeper_SoTA,keeper_Saves,keeper_Save%,keeper_W,keeper_D,keeper_L,keeper_CS,keeper_CS%,keeper_PKatt,keeper_PKA,keeper_PKsv,keeper_PKm,keeper_Save%.1,keeper_Season,league_Rank,league_MP,league_W,league_D,league_L,league_GF,league_GA,league_GD,league_Pts,league_Pts/MP,league_xG,league_xGA,league_xGD,league_xGD/90,league_Attendance,league_Season,passing_# Pl,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Season,shooting_# Pl,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,shooting_Season,standard_# Pl,standard_Age,standard_Poss,standard_MP,standard_Starts,standard_Min,standard_90s,standard_Gls,standard_Ast,standard_G+A,standard_G-PK,standard_PK,standard_PKatt,standard_CrdY,standard_CrdR,standard_xG,standard_npxG,standard_xAG,standard_npxG+xAG,standard_PrgC,standard_PrgP,standard_Gls.1,standard_Ast.1,standard_G+A.1,standard_G-PK.1,standard_G+A-PK,standard_xG.1,standard_xAG.1,standard_xG+xAG,standard_npxG.1,standard_npxG+xAG.1,standard_Season,Season,League,GK_SaveImpact,GK_PenaltyImpact
Osasuna,28,38.0,524,281,223,217,84,224,552,40.6,328,349,100,249,392,916,774,7,2020-2021,3,38,38,"3,415",38.0,48,1.27,142,94,69.7,11,11,16,11,28.9,8,5,2,1,28.6,2020-2021,11,38,11,11,16,37,48,-11,44,1.16,38.7,47.8,-9.0,-0.24,,2020-2021,28,38.0,10233,15031,68.1,201352,91555,4401,5541,79.4,3869,5149,75.1,1649,3329,49.5,25,24.9,27.9,0.1,259,968,261,101,1220,2020-2021,28,38.0,36,368,114,31.0,9.68,3.0,0.08,0.27,18.8,7,5,6,38.7,34.7,0.1,-2.7,-3.7,2020-2021,28,27.9,43.2,38,418,"3,420",38.0,36,25,61,31,5,6,80,5,38.7,34.7,24.9,59.7,345,1220,0.95,0.66,1.61,0.82,1.47,1.02,0.66,1.68,0.91,1.57,2020-2021,2020-2021,La-Liga,3.4591027072911555,0.5124432081992237
Real Madrid,30,38.0,531,318,266,188,77,192,532,36.1,340,344,83,261,398,929,544,12,2020-2021,1,38,38,"3,420",38.0,28,0.74,116,88,81.9,25,9,4,17,44.7,8,7,1,0,12.5,2020-2021,2,38,25,9,4,67,28,39,84,2.21,61.5,37.6,23.9,0.63,,2020-2021,30,38.0,20652,24119,85.6,352965,111437,9790,10620,92.2,7728,8593,89.9,2214,3224,68.7,53,47.4,48.8,5.6,438,1525,401,77,1920,2020-2021,30,38.0,64,544,167,30.7,14.32,4.39,0.11,0.37,17.7,17,3,3,61.5,59.2,0.11,2.5,1.8,2020-2021,30,27.9,59.3,38,418,"3,420",38.0,64,53,117,61,3,3,59,2,61.5,59.2,47.4,106.5,963,1920,1.68,1.39,3.08,1.61,3.0,1.62,1.25,2.87,1.56,2.8,2020-2021,2020-2021,La-Liga,3.900220452599363,0.25993019270997947
Real Sociedad,30,38.0,547,322,240,227,80,200,480,41.7,280,353,96,257,315,862,563,5,2020-2021,1,38,38,"3,420",38.0,38,1.0,105,67,66.7,17,11,10,14,36.8,5,3,1,1,25.0,2020-2021,5,38,17,11,10,59,38,21,62,1.63,60.7,39.2,21.5,0.57,,2020-2021,30,38.0,14915,18995,78.5,264692,91984,6592,7589,86.9,6282,7368,85.3,1582,2840,55.7,39,39.6,39.7,-0.6,308,1100,343,64,1554,2020-2021,30,38.0,58,417,139,33.3,10.97,3.66,0.12,0.35,16.5,20,9,12,60.7,51.5,0.13,-2.7,-2.5,2020-2021,30,25.0,54.9,38,418,"3,420",38.0,58,39,97,49,9,12,81,1,60.7,51.5,39.6,91.1,626,1554,1.53,1.03,2.55,1.29,2.32,1.6,1.04,2.64,1.36,2.4,2020-2021,2020-2021,La-Liga,3.1105138757727486,0.34657359027997264
Sevilla,26,38.0,492,297,220,200,72,184,510,36.1,326,310,90,220,362,854,636,10,2020-2021,2,38,38,"3,420",38.0,33,0.87,120,87,75.8,24,5,9,17,44.7,6,4,2,0,33.3,2020-2021,4,38,24,5,9,53,33,20,77,2.03,54.4,34.8,19.6,0.52,,2020-2021,26,38.0,19248,22873,84.2,342985,106478,8654,9471,91.4,7775,8720,89.2,2190,3442,63.6,36,41.0,40.1,-5.0,387,1234,346,122,1627,2020-2021,26,38.0,52,454,135,29.7,11.95,3.55,0.1,0.34,17.2,15,6,7,54.4,48.9,0.11,-2.4,-2.9,2020-2021,26,28.1,60.9,38,418,"3,420",38.0,52,36,88,46,6,7,79,2,54.4,48.9,41.0,90.0,691,1627,1.37,0.95,2.32,1.21,2.16,1.43,1.08,2.51,1.29,2.37,2020-2021,2020-2021,La-Liga,3.63520923356233,0.5359428248405553
Valencia,30,38.0,463,277,241,163,59,198,592,33.4,394,372,123,249,392,855,785,12,2020-2021,2,38,38,"3,420",38.0,53,1.39,175,121,72.6,10,13,15,7,18.4,8,5,3,0,37.5,2020-2021,13,38,10,13,15,50,53,-3,43,1.13,42.6,52.2,-9.6,-0.25,142.0,2020-2021,30,38.0,12755,16480,77.4,241622,89245,5332,6142,86.8,5304,6236,85.1,1735,3073,56.5,35,27.3,24.8,7.7,283,926,239,62,1180,2020-2021,30,38.0,48,383,129,33.7,10.08,3.39,0.1,0.31,20.1,32,8,10,42.6,34.8,0.09,5.4,5.2,2020-2021,30,25.2,46.9,38,418,"3,420",38.0,48,35,83,40,8,10,82,5,42.6,34.8,27.3,62.1,575,1180,1.26,0.92,2.18,1.05,1.97,1.12,0.72,1.84,0.92,1.63,2020-2021,2020-2021,La-Liga,3.7537713803976978,0.6719098009605207
Valladolid,32,38.0,559,321,285,208,66,247,681,36.3,434,379,102,277,431,990,812,9,2020-2021,2,38,38,"3,420",38.0,57,1.5,161,104,68.3,5,16,17,3,7.9,7,6,0,1,0.0,2020-2021,19,38,5,16,17,34,57,-23,31,0.82,40.1,52.9,-12.8,-0.34,,2020-2021,32,38.0,11145,15385,72.4,206105,80260,4972,5863,84.8,4299,5283,81.4,1489,3187,46.7,21,24.2,25.7,-3.2,263,873,213,90,1101,2020-2021,32,38.0,34,359,110,30.6,9.45,2.89,0.08,0.25,18.7,25,7,8,40.1,33.8,0.1,-6.1,-6.8,2020-2021,32,28.1,45.2,38,418,"3,420",38.0,34,21,55,27,7,8,93,4,40.1,33.8,24.2,58.0,564,1101,0.89,0.55,1.45,0.71,1.26,1.05,0.64,1.69,0.89,1.53,2020-2021,2020-2021,La-Liga,3.4748282969637176,0.0
Villarreal,29,38.0,539,313,256,205,78,239,588,40.6,349,358,101,257,371,910,638,17,2020-2021,2,38,38,"3,420",38.0,44,1.16,126,83,70.6,15,13,10,10,26.3,9,7,1,1,12.5,2020-2021,7,38,15,13,10,60,44,16,58,1.53,56.4,42.5,13.9,0.37,253.0,2020-2021,29,38.0,17508,21129,82.9,305401,104843,8074,8963,90.1,7097,8015,88.5,1788,2857,62.6,33,40.5,40.7,-7.5,317,1175,358,81,1628,2020-2021,29,38.0,57,392,146,37.2,10.32,3.84,0.11,0.31,17.0,13,12,13,56.4,46.4,0.12,0.6,-1.4,2020-2021,29,28.0,55.2,38,418,"3,420",38.0,57,33,90,45,12,13,67,5,56.4,46.4,40.5,86.9,737,1628,1.5,0.87,2.37,1.18,2.05,1.48,1.06,2.55,1.22,2.29,2020-2021,2020-2021,La-Liga,3.419996083039765,0.25993019270997947
Alavés,33,38.0,550,324,271,221,58,262,637,41.1,375,373,106,267,376,926,890,7,2021-2022,3,38,38,"3,420",38.0,65,1.71,168,100,64.9,8,7,23,6,15.8,9,6,3,0,33.3,2021-2022,20,38,8,7,23,31,65,-34,31,0.82,37.3,57.0,-19.7,-0.52,"10,952",2021-2022,33,38.0,9676,14175,68.3,191044,85739,4158,5174,80.4,3774,4954,76.2,1524,3158,48.3,20,25.5,22.8,-5.5,260,835,199,84,984,2021-2022,33,38.0,29,373,111,29.8,9.82,2.92,0.06,0.21,18.2,15,6,7,37.3,31.8,0.09,-8.3,-8.8,2021-2022,33,27.9,42.0,38,418,"3,420",38.0,29,20,49,23,6,7,93,4,37.3,31.8,25.5,57.3,420,984,0.76,0.53,1.29,0.61,1.13,0.98,0.67,1.65,0.84,1.51,2021-2022,2021-2022,La-Liga,3.329304265985075,0.6479880796354193
Athletic Club,26,38.0,508,292,217,216,75,224,582,38.5,358,411,128,283,339,847,788,8,2021-2022,2,38,38,"3,420",38.0,36,0.95,131,96,74.8,14,13,11,13,34.2,3,3,0,0,0.0,2021-2022,8,38,14,13,11,43,36,7,55,1.45,49.6,38.4,11.3,0.3,"32,949",2021-2022,26,38.0,12947,17283,74.9,229197,91473,5845,6826,85.6,5198,6434,80.8,1437,2830,50.8,34,37.5,36.0,-3.5,351,1056,306,82,1572,2021-2022,26,38.0,40,460,150,32.6,12.11,3.95,0.08,0.25,16.8,11,3,7,49.6,44.0,0.1,-9.6,-7.0,2021-2022,26,26.9,48.1,38,418,"3,420",38.0,40,34,74,37,3,7,90,4,49.6,44.0,37.5,81.6,653,1572,1.05,0.89,1.95,0.97,1.87,1.31,0.99,2.29,1.16,2.15,2021-2022,2021-2022,La-Liga,3.652335838094605,0.0
Atlético Madrid,26,38.0,636,346,290,279,67,293,619,47.3,326,372,98,274,365,1001,649,14,2021-2022,1,38,38,"3,420",38.0,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5,2021-2022,3,38,21,8,9,65,43,22,71,1.87,54.4,33.4,21.1,0.56,"48,039",2021-2022,26,38.0,15076,19098,78.9,253140,88718,7378,8289,89.0,5269,6266,84.1,1640,3060,53.6,45,40.2,39.6,4.8,347,989,325,66,1463,2021-2022,26,38.0,63,458,152,33.2,12.05,4.0,0.13,0.39,17.5,8,4,5,54.4,50.6,0.11,8.6,8.4,2021-2022,26,28.1,50.6,38,418,"3,420",38.0,63,45,108,59,4,5,111,7,54.4,50.6,40.2,90.8,705,1463,1.66,1.18,2.84,1.55,2.74,1.43,1.06,2.49,1.33,2.39,2021-2022,2021-2022,La-Liga,3.084067030744858,0.25993019270997947
Barcelona,38,38.0,587,331,236,270,81,244,493,49.5,249,346,85,261,325,912,467,17,2021-2022,2,38,38,"3,420",38.0,38,1.0,123,84,70.7,21,10,7,11,28.9,3,2,1,0,33.3,2021-2022,2,38,21,10,7,68,38,30,73,1.92,63.4,34.4,29.0,0.76,"53,982",2021-2022,38,38.0,21489,25006,85.9,359280,114923,10207,11109,91.9,8433,9401,89.7,1949,2912,66.9,52,47.6,54.7,4.4,402,1698,390,99,2079,2021-2022,38,38.0,68,511,177,34.6,13.45,4.66,0.12,0.35,17.1,15,6,7,63.4,57.9,0.12,4.6,4.1,2021-2022,38,26.2,64.2,38,418,"3,420",38.0,68,52,120,62,6,7,97,5,63.4,57.9,47.6,105.5,961,2079,1.79,1.37,3.16,1.63,3.0,1.67,1.25,2.92,1.52,2.78,2021-2022,2021-2022,La-Liga,3.4079390668827614,0.36583789212648044
Betis,31,38.0,662,392,322,261,79,324,695,46.6,371,386,112,274,361,1023,777,11,2021-2022,2,38,38,"3,420",38.0,40,1.05,132,94,72.0,19,8,11,13,34.2,3,3,0,0,0.0,2021-2022,5,38,19,8,11,62,40,22,65,1.71,53.5,43.4,10.1,0.27,"41,749",2021-2022,31,38.0,15702,19444,80.8,273534,99419,7360,8284,88.8,6318,7309,86.4,1583,2873,55.1,45,37.7,35.1,7.3,395,1136,294,51,1518,2021-2022,31,38.0,60,509,182,35.8,13.39,4.79,0.11,0.3,18.4,21,6,6,53.5,48.8,0.1,6.5,5.2,2021-2022,31,28.9,53.7,38,418,"3,420",38.0,60,45,105,54,6,6,87,6,53.5,48.8,37.7,86.5,666,1518,1.58,1.18,2.76,1.42,2.61,1.41,0.99,2.4,1.29,2.28,2021-2022,2021-2022,La-Liga,3.5210513723196626,0.0
Celta Vigo,25,38.0,696,409,324,279,93,286,762,37.5,476,423,91,332,376,1072,634,11,2021-2022,1,38,38,"3,420",38.0,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,50.0,2021-2022,11,38,12,10,16,43,43,0,46,1.21,43.1,45.7,-2.6,-0.07,"10,014",2021-2022,25,38.0,16007,20591,77.7,286771,95793,6936,7982,86.9,6579,7795,84.4,1837,3366,54.6,29,28.8,31.6,0.2,286,1105,285,84,1447,2021-2022,25,38.0,43,405,135,33.3,10.66,3.55,0.1,0.3,18.3,14,3,6,43.1,38.3,0.1,-0.1,1.7,2021-2022,25,28.4,55.2,38,418,"3,420",38.0,43,29,72,40,3,6,87,3,43.1,38.3,28.8,67.2,665,1447,1.13,0.76,1.89,1.05,1.82,1.13,0.76,1.89,1.01,1.77,2021-2022,2021-2022,La-Liga,3.5079464001154532,0.8047189562170501
Cádiz,33,38.0,647,380,346,238,63,301,711,42.3,410,390,106,284,413,1060,768,5,2021-2022,1,38,38,"3,420",38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,2021-2022,17,38,8,15,15,35,51,-16,39,1.03,39.5,48.3,-8.7,-0.23,"14,055",2021-2022,33,38.0,10136,14415,70.3,195586,77863,4254,5031,84.6,3979,5054,78.7,1552,3292,47.1,21,24.6,28.9,-3.6,277,829,233,120,1080,2021-2022,33,38.0,35,405,118,29.1,10.66,3.11,0.08,0.27,17.9,14,3,6,39.5,34.8,0.09,-4.5,-2.8,2021-2022,33,28.5,41.3,38,418,"3,420",38.0,35,21,56,32,3,6,105,3,39.5,34.8,24.6,59.4,571,1080,0.92,0.55,1.47,0.84,1.39,1.04,0.65,1.69,0.91,1.56,2021-2022,2021-2022,La-Liga,3.933372620724535,0.38267562406735206
Elche,28,38.0,589,325,335,191,63,268,622,43.1,354,367,126,241,305,894,769,14,2021-2022,2,38,38,"3,420",38.0,52,1.37,174,121,74.1,11,9,18,8,21.1,9,7,1,1,12.5,2021-2022,13,38,11,9,18,40,52,-12,42,1.11,33.7,59.1,-25.4,-0.67,"15,640",2021-2022,28,38.0,12948,16836,76.9,237191,93098,5745,6572,87.4,5080,6020,84.4,1676,3129,53.6,29,27.6,24.8,1.4,261,861,204,78,1102,2021-2022,28,38.0,39,334,106,31.7,8.79,2.79,0.11,0.36,18.0,8,1,1,33.7,32.9,0.1,5.3,5.1,2021-2022,28,29.1,48.4,38,418,"3,420",38.0,39,29,68,38,1,1,104,6,33.7,32.9,27.6,60.5,531,1102,1.03,0.76,1.79,1.0,1.76,0.89,0.73,1.61,0.86,1.59,2021-2022,2021-2022,La-Liga,3.8271064066773244,0.25993019270997947
Espanyol,34,38.0,557,338,308,196,53,275,646,42.6,371,360,114,246,326,883,892,20,2021-2022,3,38,38,"3,420",38.0,53,1.39,169,118,71.0,10,12,16,10,26.3,5,4,0,1,0.0,2021-2022,14,38,10,12,16,40,53,-13,42,1.11,36.7,51.2,-14.5,-0.38,"17,362",2021-2022,34,38.0,13360,16919,79.0,237866,88599,6031,6763,89.2,5391,6281,85.8,1475,2817,52.4,25,25.8,24.8,-0.8,300,993,212,59,1212,2021-2022,34,38.0,39,403,128,31.8,10.61,3.37,0.08,0.27,19.5,24,5,5,36.7,32.9,0.08,2.3,1.1,2021-2022,34,27.7,46.9,38,418,"3,420",38.0,39,25,64,34,5,5,99,7,36.7,32.9,25.8,58.7,610,1212,1.03,0.66,1.68,0.89,1.55,0.97,0.68,1.65,0.87,1.55,2021-2022,2021-2022,La-Liga,3.646416890305686,0.0
Getafe,31,38.0,587,360,266,243,78,248,594,41.8,346,400,96,304,401,988,719,8,2021-2022,2,38,38,"3,420",38.0,41,1.08,132,91,70.5,8,15,15,14,36.8,4,2,1,1,33.3,2021-2022,15,38,8,15,15,33,41,-8,39,1.03,29.3,38.6,-9.3,-0.25,"8,702",2021-2022,31,38.0,10278,14607,70.4,196813,82509,4550,5489,82.9,3938,5092,77.3,1516,3176,47.7,26,19.4,19.7,6.6,288,808,166,73,917,2021-2022,31,38.0,31,404,111,27.5,10.63,2.92,0.07,0.25,20.6,29,3,5,29.3,25.3,0.06,1.7,2.7,2021-2022,31,26.6,41.5,38,418,"3,420",38.0,31,26,57,28,3,5,121,8,29.3,25.3,19.4,44.7,399,917,0.82,0.68,1.5,0.74,1.42,0.77,0.51,1.28,0.67,1.18,2021-2022,2021-2022,La-Liga,3.447696135396336,0.36583789212648044
Granada,32,38.0,611,343,310,240,61,274,632,43.4,358,437,130,307,326,937,841,8,2021-2022,2,38,38,"3,420",38.0,61,1.61,193,132,72.0,8,14,16,8,21.1,9,7,2,0,22.2,2021-2022,18,38,8,14,16,44,61,-17,38,1.0,39.0,61.2,-22.2,-0.59,"13,710",2021-2022,32,38.0,10582,14889,71.1,199289,81817,4550,5400,84.3,4234,5295,80.0,1460,3218,45.4,28,26.7,25.9,1.3,306,840,205,82,1047,2021-2022,32,38.0,43,421,131,31.1,11.08,3.45,0.1,0.31,19.2,12,3,5,39.0,35.1,0.09,4.0,4.9,2021-2022,32,28.1,44.7,38,418,"3,420",38.0,43,28,71,40,3,5,105,4,39.0,35.1,26.7,61.8,435,1047,1.13,0.74,1.87,1.05,1.79,1.03,0.7,1.73,0.92,1.63,2021-2022,2021-2022,La-Liga,3.792857874525596,0.46163602225292355
Levante,31,38.0,558,305,268,212,78,237,611,38.8,374,326,110,216,377,935,735,12,2021-2022,4,38,38,"3,420",38.0,76,2.0,203,126,65.0,8,11,19,7,18.4,6,5,1,0,16.7,2021-2022,19,38,8,11,19,51,76,-25,35,0.92,55.1,55.0,0.1,0.0,"14,961",2021-2022,31,38.0,12584,16422,76.6,226757,88940,5742,6544,87.7,4982,5929,84.0,1501,2917,51.5,34,31.7,25.8,2.3,318,968,254,63,1343,2021-2022,31,38.0,51,430,146,34.0,11.32,3.84,0.1,0.29,17.7,14,8,13,55.1,45.1,0.11,-4.1,-2.1,2021-2022,31,28.0,47.2,38,418,"3,420",38.0,51,34,85,43,8,13,109,6,55.1,45.1,31.7,76.9,569,1343,1.34,0.89,2.24,1.13,2.03,1.45,0.84,2.28,1.19,2.02,2021-2022,2021-2022,La-Liga,3.4567779959987406,0.29922383136108516
Mallorca,33,38.0,607,332,301,235,71,248,551,45.0,303,374,119,255,344,951,826,9,2021-2022,4,38,38,"3,420",38.0,63,1.66,152,91,62.5,10,9,19,9,23.7,8,6,2,0,25.0,2021-2022,16,38,10,9,19,36,63,-27,39,1.03,38.8,49.3,-10.5,-0.28,"12,712",2021-2022,33,38.0,11046,15023,73.5,194935,82006,5149,6054,85.1,4101,5153,79.6,1312,2691,48.8,23,25.7,28.3,-2.7,303,806,235,64,1129,2021-2022,33,38.0,33,440,131,29.8,11.58,3.45,0.06,0.21,19.5,23,6,7,38.8,33.3,0.08,-5.8,-6.3,2021-2022,33,27.9,45.3,38,418,"3,420",38.0,33,23,56,27,6,7,114,7,38.8,33.3,25.7,59.0,575,1129,0.87,0.61,1.47,0.71,1.32,1.02,0.68,1.7,0.88,1.55,2021-2022,2021-2022,La-Liga,3.144023700870272,0.4864775372638283
Osasuna,29,38.0,577,331,270,236,71,251,598,42.0,347,340,115,225,368,945,758,5,2021-2022,2,38,38,"3,420",38.0,51,1.34,151,99,68.9,12,11,15,12,31.6,7,4,3,0,42.9,2021-2022,10,38,12,11,15,37,51,-14,47,1.24,36.7,46.3,-9.6,-0.25,"17,107",2021-2022,29,38.0,11904,16522,72.0,228055,96276,5076,6144,82.6,4756,6063,78.4,1702,3278,51.9,23,22.9,27.6,0.1,297,1099,298,124,1328,2021-2022,29,38.0,37,425,114,26.8,11.18,3.0,0.07,0.27,19.6,11,6,8,36.7,30.7,0.07,0.3,0.3,2021-2022,29,27.7,46.9,38,418,"3,420",38.0,37,23,60,31,6,8,84,2,36.7,30.7,22.9,53.6,417,1328,0.97,0.61,1.58,0.82,1.42,0.96,0.6,1.57,0.81,1.41,2021-2022,2021-2022,La-Liga,3.461453678863085,0.690448864434229
Rayo Vallecano,28,38.0,621,359,320,237,64,280,688,40.7,408,410,95,315,365,986,686,9,2021-2022,2,38,38,"3,417",38.0,50,1.32,163,112,73.6,11,9,18,9,23.7,9,7,2,0,22.2,2021-2022,12,38,11,9,18,39,50,-11,42,1.11,42.8,48.4,-5.6,-0.15,"7,866",2021-2022,28,38.0,12747,16933,75.3,237761,93060,5524,6408,86.2,5119,6188,82.7,1719,3277,52.5,28,30.7,35.8,-2.7,359,1012,267,109,1312,2021-2022,28,38.0,38,500,133,26.6,13.16,3.5,0.07,0.26,18.5,27,4,4,42.8,39.7,0.08,-4.8,-5.7,2021-2022,28,27.5,49.9,38,418,"3,420",38.0,38,28,66,34,4,4,101,3,42.8,39.7,30.7,70.3,697,1312,1.0,0.74,1.74,0.89,1.63,1.13,0.81,1.93,1.04,1.85,2021-2022,2021-2022,La-Liga,3.7535016908786103,0.46163602225292355
Real Madrid,31,38.0,560,345,281,195,84,211,502,42.0,291,379,114,265,334,894,526,17,2021-2022,2,38,38,"3,420",38.0,31,0.82,129,97,78.3,26,8,4,16,42.1,5,3,2,0,40.0,2021-2022,1,38,26,8,4,80,31,49,86,2.26,71.7,43.9,27.8,0.73,"41,235",2021-2022,31,38.0,21373,24517,87.2,355560,112655,10630,11395,93.3,7948,8751,90.8,1987,2902,68.5,59,50.7,55.1,8.3,526,1694,455,57,2078,2021-2022,31,38.0,80,645,243,37.7,16.97,6.39,0.11,0.3,18.8,21,8,12,71.7,62.2,0.1,8.3,9.8,2021-2022,31,27.7,59.9,38,418,"3,420",38.0,80,59,139,72,8,12,76,0,71.7,62.2,50.7,112.9,1029,2078,2.11,1.55,3.66,1.89,3.45,1.89,1.33,3.22,1.64,2.97,2021-2022,2021-2022,La-Liga,3.8112794747067205,0.5545177444479562
Real Sociedad,32,38.0,586,339,271,234,81,260,546,47.6,286,382,105,277,348,934,703,6,2021-2022,2,38,38,"3,420",38.0,37,0.97,127,89,74.8,17,11,10,20,52.6,6,5,1,0,16.7,2021-2022,6,38,17,11,10,40,37,3,62,1.63,51.5,38.7,12.8,0.34,"26,813",2021-2022,32,38.0,15403,19304,79.8,269268,98185,6964,7887,88.3,6383,7429,85.9,1569,2800,56.0,22,32.9,35.0,-10.9,313,1067,315,69,1462,2021-2022,32,38.0,40,430,143,33.3,11.32,3.76,0.07,0.22,17.1,18,9,10,51.5,43.8,0.1,-11.5,-12.8,2021-2022,32,25.7,54.3,38,418,"3,420",38.0,40,22,62,31,9,10,77,4,51.5,43.8,32.9,76.7,667,1462,1.05,0.58,1.63,0.82,1.39,1.36,0.87,2.22,1.15,2.02,2021-2022,2021-2022,La-Liga,3.6293186374118735,0.29922383136108516
Sevilla,33,38.0,534,302,252,211,71,236,542,43.5,306,367,124,243,270,804,603,18,2021-2022,3,38,38,"3,420",38.0,30,0.79,121,90,76.9,18,16,4,17,44.7,4,2,1,1,33.3,2021-2022,4,38,18,16,4,53,30,23,70,1.84,42.4,36.9,5.4,0.14,"29,756",2021-2022,33,38.0,18327,22234,82.4,341688,109518,7686,8529,90.1,7941,8940,88.8,2275,3745,60.7,40,32.5,34.6,7.5,342,1207,305,112,1596,2021-2022,33,38.0,51,430,139,32.3,11.32,3.66,0.11,0.35,17.0,10,2,3,42.4,40.0,0.09,8.6,9.0,2021-2022,33,28.6,59.4,38,418,"3,420",38.0,51,40,91,49,2,3,97,4,42.4,40.0,32.5,72.5,625,1596,1.34,1.05,2.39,1.29,2.34,1.12,0.86,1.97,1.05,1.91,2021-2022,2021-2022,La-Liga,3.6942921833998743,0.36583789212648044
Valencia,34,38.0,591,364,289,217,85,266,623,42.7,357,373,93,280,339,930,746,8,2021-2022,3,38,38,"3,420",38.0,53,1.39,163,112,71.8,11,15,12,12,31.6,8,7,1,0,12.5,2021-2022,9,38,11,15,12,48,53,-5,48,1.26,39.0,47.7,-8.7,-0.23,"27,349",2021-2022,34,38.0,9627,13777,69.9,187440,77723,3923,4782,82.0,3835,4951,77.5,1506,3098,48.6,30,25.4,27.4,4.6,288,900,256,75,1202,2021-2022,34,38.0,45,394,129,32.7,10.37,3.39,0.09,0.29,18.9,18,8,9,39.0,32.2,0.08,6.0,4.8,2021-2022,34,24.8,43.6,38,418,"3,420",38.0,45,30,75,37,8,9,134,8,39.0,32.2,25.4,57.6,554,1202,1.18,0.79,1.97,0.97,1.76,1.03,0.67,1.69,0.85,1.52,2021-2022,2021-2022,La-Liga,3.6617040951777744,0.25993019270997947
Villarreal,29,38.0,538,312,250,197,91,229,476,48.1,247,330,109,221,329,867,644,16,2021-2022,2,38,38,"3,420",38.0,37,0.97,128,91,74.2,16,11,11,14,36.8,5,4,1,0,20.0,2021-2022,7,38,16,11,11,63,37,26,59,1.55,64.2,44.8,19.4,0.51,"14,293",2021-2022,29,38.0,16679,20401,81.8,294002,103203,7388,8290,89.1,7135,8109,88.0,1669,2743,60.8,51,50.9,49.9,0.1,363,1278,349,66,1698,2021-2022,29,38.0,62,449,164,36.5,11.82,4.32,0.13,0.35,15.3,8,5,6,64.2,60.0,0.14,-2.2,-3.0,2021-2022,29,28.0,56.8,38,418,"3,420",38.0,62,51,113,57,5,6,81,1,64.2,60.0,50.9,110.9,790,1698,1.63,1.34,2.97,1.5,2.84,1.69,1.34,3.03,1.58,2.92,2021-2022,2021-2022,La-Liga,3.6059808040363603,0.3218875824868201
Almería,29,38.0,557,322,292,202,63,280,623,44.9,343,435,122,313,322,879,855,13,2022-2023,3,38,38,"3,420",38.0,65,1.71,203,138,70.0,11,8,19,4,10.5,6,4,1,1,20.0,2022-2023,17,38,11,8,19,49,65,-16,41,1.08,45.5,62.5,-17.0,-0.45,"12,961",2022-2023,29,38.0,12151,15855,76.6,225475,89276,5232,6003,87.2,5084,6022,84.4,1512,2911,51.9,33,32.5,28.1,0.5,316,846,218,81,1090,2022-2023,29,38.0,49,439,155,35.3,11.55,4.08,0.11,0.3,18.1,21,2,3,45.5,43.2,0.1,3.5,3.8,2022-2023,29,26.4,45.1,38,418,"3,420",38.0,49,33,82,47,2,3,98,4,45.5,43.2,32.5,75.6,569,1090,1.29,0.87,2.16,1.24,2.11,1.2,0.85,2.05,1.14,1.99,2022-2023,2022-2023,La-Liga,3.722683995690951,0.3218875824868201
